categories,category,image_url,name,original_price,price,product_exists,product_url,scraped_at,sku,sku_array,title
"Vòi, Vòi tự động",voi,https://product.hstatic.net/1000238289/product/tln01103a_abc0f11b3d894c99ba26a022eb1dfd8e_medium.jpeg,Van Dừng Và Dây Cấp TOTO TLN01103A,"1,530,000₫","1,193,400₫",True,https://tototuantu.vn/products/van-dung-va-day-cap-toto-tln01103a,2025-04-10 13:34:47,TLN01103A,TLN01103A,Van Dừng Và Dây Cấp TOTO TLN01103A
"Vòi, Vòi tự động",voi,https://product.hstatic.net/1000238289/product/tln01102a_880a7a4b71f4459d8d66ed7d6b177a36_medium.jpeg,Van Dừng Và Dây Cấp TOTO TLN01102A,"680,000₫","530,400₫",True,https://tototuantu.vn/products/van-dung-va-day-cap-toto-tln01102a,2025-04-10 13:36:13,TLN01102A,TLN01102A,Van Dừng Và Dây Cấp TOTO TLN01102A
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/dl334s_fix_anh_4x_9735ce8249c148e8ac6d4da45c4aa835_medium.png,Vòi chậu LAVABO TOTO DL334S,"22,825,000₫","17,803,500₫",True,https://tototuantu.vn/products/voi-chau-lavabo-toto-dl334s,2025-04-10 13:37:40,DL334S,DL334S,Vòi chậu LAVABO TOTO DL334S
"Vòi, Vòi Bồn Tắm, Vòi đặt sàn",voi,https://product.hstatic.net/1000238289/product/tbg02306aa_mbl_8c6428a3dbc24791bbbb08db8b86d391_medium.jpg,Vòi xả bồn nóng lạnh kèm sen tắm GR TBG02306AA,"58,490,000₫","45,622,200₫",True,https://tototuantu.vn/products/voi-xa-bon-nong-lanh-kem-sen-tam-gr-tbg02306aa,2025-04-10 13:38:47,TBG02306AA#MBL,TBG02306AA#MBL,Vòi xả bồn nóng lạnh kèm sen tắm GR TBG02306AA
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg01304v_8de121c1e4d645f292ed4e1bf9d3546e_medium.jpg,Vòi chậu gật gù nóng lạnh GO TLG01304V,"6,140,000₫","4,789,200₫",True,https://tototuantu.vn/products/voi-chau-gat-gu-nong-lanh-go-tlg01304v,2025-04-10 13:40:03,TLG01304V,TLG01304V,Vòi chậu gật gù nóng lạnh GO TLG01304V
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg01301v_fix_anh_4x_8045ab313d43446ead909dc66e53e684_medium.png,Vòi chậu gật gù nóng lạnh GO TLG01301V,"5,650,000₫","4,407,000₫",True,https://tototuantu.vn/products/voi-chau-gat-gu-nong-lanh-go-tlg01301v,2025-04-10 13:40:50,TLG01301V,TLG01301V,Vòi chậu gật gù nóng lạnh GO TLG01301V
"Vòi, Vòi Bồn Tắm, Vòi đặt sàn",voi,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-02-17_luc_16.02.55_b9825f435eaa441bbc5e8a2826e4b815_medium.png,Vòi xả bồn nóng lạnh kèm sen tắm GB (loại đặt sàn) - TBG10306AA,"52,220,000₫","40,731,600₫",True,https://tototuantu.vn/products/voi-xa-bon-nong-lanh-kem-sen-tam-gb-loai-dat-san-tbg10306aa,2025-04-10 13:41:27,TBG10306AA#BN,TBG10306AA#BN,Vòi xả bồn nóng lạnh kèm sen tắm GB (loại đặt sàn) - TBG10306AA
"Vòi, Vòi bếp",voi,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-02-17_luc_14.18.03_fcdc126dad3043b2aa0dab628ef8f381_medium.png,Vòi bếp gắn tường nóng lạnh 2 chế độ TKS05316J,"7,720,000₫","6,021,600₫",True,https://tototuantu.vn/products/voi-bep-gan-tuong-nong-lanh-2-che-do-tks05316j,2025-04-10 13:42:24,TKS05316J,TKS05316J,Vòi bếp gắn tường nóng lạnh 2 chế độ TKS05316J
"Vòi, Vòi bếp",voi,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-02-17_luc_14.15.45_75ef353294084194bbb8f0aed67cc893_medium.png,Vòi bếp gật gù nóng lạnh 2 chế độ TKS05303J,"7,840,000₫","6,115,200₫",True,https://tototuantu.vn/products/voi-bep-gat-gu-nong-lanh-2-che-do-tks05303j,2025-04-10 13:44:00,TKS05303J,TKS05303J,Vòi bếp gật gù nóng lạnh 2 chế độ TKS05303J
"Vòi, Vòi bếp",voi,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-02-17_luc_14.13.39_14e88659a0dd463db1dadb84b16933b3_medium.png,Vòi bếp gật gù nóng lạnh 2 chế độ TKS05304J,"11,580,000₫","9,032,400₫",True,https://tototuantu.vn/products/voi-bep-gat-gu-nong-lanh-2-che-do-tks05304j,2025-04-10 13:45:37,TKS05304J,TKS05304J,Vòi bếp gật gù nóng lạnh 2 chế độ TKS05304J
"Vòi, Vòi bếp",voi,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-02-17_luc_14.09.50_1876e45c08f94f00843f328ecd39b128_medium.png,Vòi bếp gật gù có dây rút 2 chế độ TKS05305JA,"14,910,000₫","11,629,800₫",True,https://tototuantu.vn/products/voi-bep-gat-gu-co-day-rut-2-che-do-tks05305ja,2025-04-10 13:47:14,TKS05305JA,TKS05305JA,Vòi bếp gật gù có dây rút 2 chế độ TKS05305JA
"Vòi, Vòi lạnh",voi,https://product.hstatic.net/1000238289/product/voi-lanh-toto-t28unh13-740x740_78f6135cc8ac4b3398ed8dc6899c9113_medium.jpg,Vòi nước lạnh gắn tường (kèm cút nối) T28UNH13,"2,320,000₫","1,809,600₫",True,https://tototuantu.vn/products/voi-nuoc-lanh-gan-tuong-kem-cut-noi-t28unh13,2025-04-10 13:48:50,T28UNH13,T28UNH13,Vòi nước lạnh gắn tường (kèm cút nối) T28UNH13
"Vòi, Vòi bếp",voi,https://product.hstatic.net/1000238289/product/ttkc301fk_59aef3449dd547afb9ae72c628a46580_medium.jpg,Vòi bếp nóng lạnh CRES TTKC301FV,"3,420,000₫","2,667,600₫",True,https://tototuantu.vn/products/voi-bep-nong-lanh-cres-ttkc301fv,2025-04-10 13:50:07,TTKC301FV,TTKC301FV,Vòi bếp nóng lạnh CRES TTKC301FV
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/ttlr302f-1n_d679195cba394e088aab2b6541f8b672_medium.jpg,Vòi thấp TTLR302F-1NR,"3,160,000₫","2,464,800₫",True,https://tototuantu.vn/products/voi-thap-ttlr302f-1nr,2025-04-10 13:51:33,TTLR302F-1NR,TTLR302F-1NR,Vòi thấp TTLR302F-1NR
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/ttlr302fv-1_db36e9362b6a4c529bed30f751a8e6c6_medium.jpg,Vòi cao TTLR302FV-1R,"3,770,000₫","2,940,600₫",True,https://tototuantu.vn/products/voi-cao-ttlr302fv-1r,2025-04-10 13:52:41,TTLR302FV-1R,TTLR302FV-1R,Vòi cao TTLR302FV-1R
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg01307b_a4362654f39b4d2e86eb61026043779e_medium.jpeg,Vòi Lavabo TOTO TLG01307V,"6,640,000₫","5,179,200₫",True,https://tototuantu.vn/products/voi-lavabo-toto-tlg01307v,2025-04-10 13:53:48,TLG01307V,TLG01307V,Vòi Lavabo TOTO TLG01307V
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-09-28_luc_10.27.27_ff5591ee4e7b48f6a3e8b323512d3b4c_medium.png,Vòi Lavabo TOTO TLG08301V,"8,750,000₫","6,825,000₫",True,https://tototuantu.vn/products/voi-lavabo-toto-tlg08301v,2025-04-10 13:54:26,TLG08301V,TLG08301V,Vòi Lavabo TOTO TLG08301V
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg07305v_c8033045986143ae8f97f2a74a98588e_medium.jpg,Vòi Lavabo TOTO TLG07305B,"14,220,000₫","11,091,600₫",True,https://tototuantu.vn/products/voi-lavabo-toto-tlg07305b-pfg-nong-lanh-co-cao,2025-04-10 13:55:02,TLG07305B#PFG,TLG07305B#PFG,Vòi Lavabo TOTO TLG07305B
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg02201bb_1bd0467896934694b5e91fa1a2634e36_medium.jpg,Vòi Lavabo TOTO TLG02201BB,"13,100,000₫","10,218,000₫",True,https://tototuantu.vn/products/voi-lavabo-toto-tlg02201bb,2025-04-10 13:55:59,TLG02201BB#BN,TLG02201BB#BN,Vòi Lavabo TOTO TLG02201BB
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/anh_man_hinh_2023-06-23_luc_11.02.13_17324c8ccb314100816c40288a00ab51_medium.png,Vòi chậu tay vặn nóng lạnh TOTO TLG10201BA,"19,140,000₫","14,929,200₫",True,https://tototuantu.vn/products/voi-chau-tay-van-nong-lanh-toto-tlg10201ba,2025-04-10 13:56:36,TLG10201BA#PFG,TLG10201BA#PFG,Vòi chậu tay vặn nóng lạnh TOTO TLG10201BA
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg08201b_pfg_5ba023ad70e64e7b97ad3fb216bc5892_medium.jpg,Vòi chậu tay vặn nóng lạnh TOTO TLG08201B,"27,120,000₫","21,153,600₫",True,https://tototuantu.vn/products/voi-chau-tay-van-nong-lanh-tlg08201b-1,2025-04-10 13:57:15,TLG08201B#PFG,TLG08201B#PFG,Vòi chậu tay vặn nóng lạnh TOTO TLG08201B
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlp03301a1_fix_anh_4x_e3dab2f3c6af411081fed19fa1ac875a_medium.png,Vòi chậu rửa mặt TOTO TLP03301A1,"72,900,000₫","56,862,000₫",True,https://tototuantu.vn/products/voi-chau-rua-mat-toto-tlp03301a1-1,2025-04-10 13:57:52,TLP03301A1,TLP03301A1,Vòi chậu rửa mặt TOTO TLP03301A1
"Vòi, Vòi lạnh",voi,https://product.hstatic.net/1000238289/product/voi-lavabo-nuoc-lanh-toto-tls04101v_629cd70b4eadc_43e2b64ac6124513b9ed827ade789619_medium.jpeg,Vòi chậu nước lạnh TOTO TLS04101V,"2,390,000₫","1,864,200₫",True,https://tototuantu.vn/products/voi-chau-nuoc-lanh-toto-tls04101v,2025-04-10 13:58:48,TLS04101V,TLS04101V,Vòi chậu nước lạnh TOTO TLS04101V
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/tlg04306b_62a1c8e582135_5a9b43186ce4482798825671ef26dd88_medium.jpeg,Vòi lavabo gật gù nóng lạnh GA TOTO TLG04306B,"5,540,000₫","4,321,200₫",True,https://tototuantu.vn/products/voi-lavabo-gat-gu-nong-lanh-ga-toto-tlg04306b,2025-04-10 13:59:54,TLG04306B,TLG04306B,Vòi lavabo gật gù nóng lạnh GA TOTO TLG04306B
"Vòi, Vòi Chậu Rửa Mặt",voi,https://product.hstatic.net/1000238289/product/voi-chau-gat-gu-toto-tlg02306b_1ce2b01d3ce54cb98166b542734baeb2_medium.jpeg,Vòi chậu gật gù TOTO TLG02306B,"6,990,000₫","5,452,200₫",True,https://tototuantu.vn/products/voi-chau-gat-gu-toto-tlg02306b,2025-04-10 14:00:33,TLG02306B,TLG02306B,Vòi chậu gật gù TOTO TLG02306B
"Vòi, Vòi tự động",voi,https://product.hstatic.net/1000238289/product/tle29002a-tle01502a1-tln01102a_62a1947902ea1_3aadc7b84e4e450ea3b9ce1889487a23_medium.jpeg,Vòi cảm ứng nước lạnh TOTO TLE29002A/TLE04502A1/TLN01102A,"9,990,000₫","7,792,200₫",True,https://tototuantu.vn/products/voi-cam-ung-nuoc-lanh-toto-tle29002a-tle04502a1-tln01102a,2025-04-10 14:01:10,TLE29002V/TLE04502A1/TLN01102A,TLE29002V/TLE04502A1/TLN01102A,Vòi cảm ứng nước lạnh TOTO TLE29002A/TLE04502A1/TLN01102A
