categories,category,image_url,name,original_price,price,product_exists,product_url,scraped_at,sku,sku_additional,sku_array,title
"Bồn cầu, Bồn Cầu Thông Minh TOTO",bon-cau,https://product.hstatic.net/1000238289/product/ms857cdw184x_6583285e99b94b74a92a2d9cce6efb2c_medium.png,Bồn cầu một khối MS857CDW18 kèm nắp rửa điện tử WASHLET dòng C2 cơ bản – TCF23710AAA,,"16,946,000₫",True,https://tototuantu.vn/products/bon-cau-mot-khoi-ms857cdw18-kem-nap-rua-dien-tu-washlet-dong-c2-co-ban-tcf23710aaa,2025-04-11 11:42:17,MS857CDW18,TCF23710AAA,"MS857CDW18, TCF23710AAA",Bồn cầu một khối MS857CDW18 kèm nắp rửa điện tử WASHLET dòng C2 cơ bản – TCF23710AAA
