name,product_url,price,original_price,image_url,sku,category
Bát sen gắn tường TOTO TBW07002A Tròn 250mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw07002a-tron-250mm-dong-g,"8,018,400₫","10,280,000₫",https://product.hstatic.net/1000238289/product/tbw07002a.jpg.pagespeed.ce.x7hqyen2vn_848ae02ab1af44c48d43e4eb544b12a7_medium.jpg,,sen-tam
Bát sen gắn tường TOTO TBW07003A Tròn 300mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw07003a-tron-300mm-dong-g,"9,952,800₫","12,760,000₫",https://product.hstatic.net/1000238289/product/tbw07003a.jpg.pagespeed.ce.q1rgj36hvt_5ab45de2efba4f3eb4c2ab6d47a60c4a_medium.jpg,,sen-tam
Bát sen gắn tường TOTO TBW07004A Tròn 300mm,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw07004a-tron-300mm,"19,936,800₫","25,560,000₫",https://product.hstatic.net/1000238289/product/tbw07004a.jpg.pagespeed.ce.g8o0v7syum_543e3c6cfbef4886b842dcaa0b8be643_medium.jpg,,sen-tam
Bát sen gắn trần TOTO TBW08001A1 Vuông 200mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tran-toto-tbw08001a1-vuong-200mm-dong-g,"5,772,000₫","7,400,000₫",https://product.hstatic.net/1000238289/product/tbw08001a1__1__ea0f5454354e432ba98f9781e0950270_medium.jpg,,sen-tam
Bát sen gắn trần TOTO TBW08002A1 Vuông 250mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tran-toto-tbw08002a1-vuong-250mm-dong-g,"7,620,600₫","9,770,000₫",https://product.hstatic.net/1000238289/product/tbw08002a1_5e4864f60308478084e75b86b9f6786a_medium.jpg,,sen-tam
Bát sen gắn trần TOTO TBW08003A1 Vuông 300mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tran-toto-tbw08003a1-vuong-300mm-dong-g,"9,461,400₫","12,130,000₫",https://product.hstatic.net/1000238289/product/tbw08003a1_9d1ab20696424241a3c46f5d6fa5a56a_medium.jpg,,sen-tam
Bát sen gắn tường TOTO TBW08001A Vuông 200mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw08001a-vuong-200mm-dong-g,"6,076,200₫","7,790,000₫",https://product.hstatic.net/1000238289/product/tbw08001a_14201adf8a2e400787d577f6b5ea4f53_medium.jpg,,sen-tam
Bát sen gắn tường TOTO TBW08002A Vuông 250mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw08002a-vuong-250mm-dong-g,"8,018,400₫","10,280,000₫",https://product.hstatic.net/1000238289/product/tbw08002a_ae1d01ec2e7e4fabac3645557d36e1c0_medium.jpg,,sen-tam
Bát sen gắn tường TOTO TBW08003A Vuông 300mm Dòng G,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw08003a-vuong-300mm-dong-g,"9,952,800₫","12,760,000₫",https://product.hstatic.net/1000238289/product/tbw08003a_f89e480da45c499bb845008a727d493c_medium.jpg,,sen-tam
Bát sen gắn tường TOTO TBW08004A Chữ Nhật 490 x 270 mm,https://tototuantu.vn/products/bat-sen-gan-tuong-toto-tbw08004a-chu-nhat-490-x-270-mm,"32,900,400₫","42,180,000₫",https://product.hstatic.net/1000238289/product/tbw08004a.jpg.pagespeed.ce.ndggkbsj2g_a5d8c36f1e964799830169186920e105_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW01404AA Nhiệt Độ Massage 220mm,https://tototuantu.vn/products/voi-sen-cay-toto-tbw01404aa-nhiet-do-massage-220mm,"17,300,400₫","22,180,000₫",https://product.hstatic.net/1000238289/product/tbw01404aa_1_6ad7739380b24f54980d146317440266_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW01401AA Nhiệt Độ Xả Xô 220mm,https://tototuantu.vn/products/voi-sen-cay-toto-tbw01401aa-nhiet-do-xa-xo-220mm,"18,564,000₫","23,800,000₫",https://product.hstatic.net/1000238289/product/tbw01401aa_1.jpg.pagespeed.ce.d8i8fh2i_c_92bc1adfcf894bafa4b21e318ffeebe6_medium.jpg,,sen-tam
Vòi Sen Cây TOTO TBW01303AB Nóng Lạnh Massage 220mm,https://tototuantu.vn/products/voi-sen-cay-toto-tbw01303ab-nong-lanh-massage-220mm,"16,450,200₫","21,090,000₫",https://product.hstatic.net/1000238289/product/tbw01303aa_1.jpg.pagespeed.ce.60sqvpwlhp_cd514428cf85455289fdc3e062735f08_medium.jpg,,sen-tam
