categories,category,image_url,name,original_price,price,product_exists,product_url,scraped_at,sku,sku_array,title
"Chậu rửa, Chậu âm bàn",chau-rua,https://product.hstatic.net/1000238289/product/16gv_fd0b52df845f4dd193aa14ce90441928_f2efee22a8bb49f5af0bef73e14542b2_5b667bca3a1e4030a700a600a72d1896_medium.png,Chậu đặt âm bàn LW1535V#XW kèm giá đỡ TL516GV,"5,266,000₫","4,212,800₫",True,https://tototuantu.vn/products/chau-dat-am-ban-lw1536v-1,2025-04-10 09:13:00,LW1536V#XW/TL516GV,LW1536V#XW/TL516GV,Chậu đặt âm bàn LW1535V#XW kèm giá đỡ TL516GV
"Chậu rửa, Chậu âm bàn",chau-rua,https://product.hstatic.net/1000238289/product/16gv_7ec78eb0eef84c43a1cb5ffd03026140_8cb2aaa43c8e45518fb918e4b15b0968_01a6c81e80fc4fa8b5c4f17ba64c21f5_medium.png,Chậu đặt âm bàn LW1535V,"4,697,000₫","3,757,600₫",True,https://tototuantu.vn/products/chau-dat-am-ban-lw1535v-1,2025-04-10 09:13:59,LW1535V#XW/TL516GV,LW1535V#XW/TL516GV,Chậu đặt âm bàn LW1535V
Chậu rửa,chau-rua,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2024-06-13_luc_11.03.47_5f955e3bd3cd4edeb20a27ce17eddd87_medium.png,Chậu rửa âm bàn LW1536V/TL516GV,"5,266,000₫","4,212,800₫",True,https://tototuantu.vn/products/chau-rua-am-ban-lw1536v-tl516gv,2025-04-10 09:14:56,LW1536V#XW/TL516GV,LW1536V#XW/TL516GV,Chậu rửa âm bàn LW1536V/TL516GV
Chậu rửa,chau-rua,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2024-06-13_luc_11.03.47_d1424e6ed3c84e61b0053e59d75fd118_medium.png,Chậu rửa âm bàn LW1536V,"3,976,000₫","3,101,280₫",True,https://tototuantu.vn/products/chau-rua-am-ban-lw1536v,2025-04-10 09:15:32,LW1536V#XW,LW1536V#XW,Chậu rửa âm bàn LW1536V
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-08-22_luc_09.57.54_34ad2861e0fe42ef9226c2d3623df1ed_medium.png,Chậu treo tường TOTO LT328C,"2,160,000₫","1,728,000₫",True,https://tototuantu.vn/products/chau-treo-tuong-toto-lt328c,2025-04-10 09:16:09,LT328C#XW,LT328C#XW,Chậu treo tường TOTO LT328C
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/anh_chup_man_hinh_2023-08-21_luc_09.34.26_4d2e61d639cf4213824f090099a868f9_medium.png,Chậu treo tường chân lửng LHT328C,"3,240,000₫","2,592,000₫",True,https://tototuantu.vn/products/chau-treo-tuong-chan-lung-lht328c,2025-04-10 09:16:56,LHT328C#XW,LHT328C#XW,Chậu treo tường chân lửng LHT328C
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw526nj_1_7203a81e69b34aef95a3e0265ac26b94_medium.jpeg,Chậu Lavabo TOTO LW526NJU Bán Âm,"3,515,000₫","2,812,000₫",True,https://tototuantu.vn/products/chau-lavabo-toto-lw526nju-ban-am,2025-04-10 09:17:45,LW526NJU#W,LW526NJU#W,Chậu Lavabo TOTO LW526NJU Bán Âm
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/toto-lt523s-545x545_c96be36754204ccdbae8190dd713d966_medium.jpg,Chậu Lavabo TOTO LT523S (LT523R) Đặt Bàn Hình Tròn,"2,582,000₫","2,065,600₫",True,https://tototuantu.vn/products/chau-lavabo-toto-lt523s-lt523r-dat-ban-hinh-tron,2025-04-10 09:18:32,LT523S#XW,LT523S#XW,Chậu Lavabo TOTO LT523S (LT523R) Đặt Bàn Hình Tròn
"Chậu rửa, Chậu bán âm bàn",chau-rua,https://product.hstatic.net/1000238289/product/05f6767db4e4b6fab4ada0e7113f5aa_81e1dce264f0450a9898eda011b8a4d4_large_d259f930e967439cbb3e6b5a7dc6214c_medium.jpg,Chậu bán âm bàn TOTO LT647CS#XW,"4,300,000₫","3,354,000₫",True,https://tototuantu.vn/products/chau-ban-am-ban-toto-lt647cs-xw,2025-04-10 09:19:19,LT647CS#XW,LT647CS#XW,Chậu bán âm bàn TOTO LT647CS#XW
"Chậu rửa, Chậu bán âm bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw829cj_dced1d54f2154e04983a5f178159f773_medium.jpg,Chậu bán âm bàn LW829CJW/F#W,"3,499,200₫","2,729,376₫",True,https://tototuantu.vn/products/chau-ban-am-ban-lw829cjw-f-w,2025-04-10 09:20:35,LW829CJW/F#W,LW829CJW/F#W,Chậu bán âm bàn LW829CJW/F#W
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lt1706_c7c0a5641a7645aeafe243aae84c1de8_medium.png,Chậu đặt trên bàn LT1706#XW,"5,911,000₫","4,610,580₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-lt1706-xw,2025-04-10 09:22:13,LT1706#XW,LT1706#XW,Chậu đặt trên bàn LT1706#XW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lt4704_3_2833a98ead61442e94f1dfa8a853cf4b_medium.jpg,Chậu đặt trên bàn cao cấp LT4704MTG19#CMW,"34,982,000₫","27,285,960₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-cao-cap-lt4704mtg19-cmw,2025-04-10 09:23:09,LT4704MTG19#CMW,LT4704MTG19#CMW,Chậu đặt trên bàn cao cấp LT4704MTG19#CMW
"Chậu rửa, Chậu dương vành",chau-rua,https://product.hstatic.net/1000238289/product/l762_4003f1f7cb404dd592f13cb134df0302_medium.jpg,Lavabo đặt dương vành L762,"1,718,000₫","1,340,040₫",True,https://tototuantu.vn/products/lavabo-dat-duong-vanh-l762-xw-1,2025-04-10 09:24:36,L762#XW,L762#XW,Lavabo đặt dương vành L762
"Chậu rửa, Chậu rửa treo tường, Khu công cộng, Sản phẩm khác",chau-rua,https://product.hstatic.net/1000238289/product/lw103_3068e4a70e9945ea91a95db61e6e06f5_8c69a3e6f2c24762bf6d4835ccb4d080_medium.jpg,Chậu rửa treo tường TOTO LW103JT1,"10,114,000₫","7,888,920₫",True,https://tototuantu.vn/products/chau-rua-treo-tuong-toto-lw103jt1-1,2025-04-10 09:25:43,LW103JT1#W/TL220D/T205QN,LW103JT1#W/TL220D/T205QN,Chậu rửa treo tường TOTO LW103JT1
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lt240c_bea7fe51a3f14656b673a32555ca87c9_607fceb48f404f53baa792fea1885ef7_medium.jpg,Chậu rửa treo tường LT240CS,"1,424,000₫","1,139,200₫",True,https://tototuantu.vn/products/chau-rua-treo-tuong-lt240cs-w-1,2025-04-10 09:26:59,LT240CS#W,LT240CS#W,Chậu rửa treo tường LT240CS
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/pjs07w_a6d0048d46294c43ba6fd65f2916c949_c5965503661a403585fa027837f9aa50_medium.jpg,Chậu rửa mặt LAVABO PJS07WE#MW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-mat-lavabo-pjs07we-mw-1,2025-04-10 09:28:15,PJS07WE#MW,PJS07WE#MW,Chậu rửa mặt LAVABO PJS07WE#MW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/pjs07w_f8404c1c68a84c46ae17fb80ec579bd0_83020be7c3574a80bd5aa27dc8539b0e_medium.jpg,Chậu rửa mặt LAVABO PJS07WE#GW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-mat-lavabo-pjs07we-gw-1,2025-04-10 09:29:42,PJS07WE#GW,PJS07WE#GW,Chậu rửa mặt LAVABO PJS07WE#GW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lavabo-toto-pjs06we-440x440_a01ad6dee29b4a3087893478cb5c40d3_278044681f0041d6bb05c63848e1eceb_medium.jpg,Chậu rửa mặt LAVABO PJS06WE#MW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-mat-lavabo-pjs06we-mw-1,2025-04-10 09:31:09,PJS06WE#MW,PJS06WE#MW,Chậu rửa mặt LAVABO PJS06WE#MW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lavabo-toto-pjs06we-440x440_4acff9f44f484927800f7198ed2ace95_e5cac36375804b13b61f9585a7590d83_medium.jpg,Chậu rửa mặt LAVABO PJS06WE#GW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-mat-lavabo-pjs06we-gw-1,2025-04-10 09:32:36,PJS06WE#GW,PJS06WE#GW,Chậu rửa mặt LAVABO PJS06WE#GW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lavabo-toto-pjs05we-1000x1000_d9ca8837b1764cd79b36899d2efa437a_4973719fdfb147679a48f5452a040b3f_medium.jpg,Chậu rửa mặt LAVABO PJS05WE#MW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-mat-lavabo-pjs05we-mw-1,2025-04-10 09:34:02,PJS05WE#MW,PJS05WE#MW,Chậu rửa mặt LAVABO PJS05WE#MW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lavabo-toto-pjs05we-1000x1000_33126eebc9df4b6fa75591a3d53fc03d_03fb96f3992a4b27b49c71c01c7967f3_medium.jpg,Chậu rửa mặt LAVABO PJS05WE#GW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-mat-lavabo-pjs05we-gw,2025-04-10 09:35:18,PJS05WE#GW,PJS05WE#GW,Chậu rửa mặt LAVABO PJS05WE#GW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lt1615c_1_bb186155d814491ea49628362885c04e_medium.jpg,Chậu rửa mặt đặt bàn TOTO LT1615C,"7,540,000₫","5,881,200₫",True,https://tototuantu.vn/products/chau-rua-mat-dat-ban-toto-lt1615c,2025-04-10 09:36:14,LT1615C#XW,LT1615C#XW,Chậu rửa mặt đặt bàn TOTO LT1615C
"Chậu rửa, Chậu bán âm bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw983_4ad5bfbb58984d40a4fdb79765600f94_02df8323384c45a6a6e9e4cc89e26259_medium.jpg,Chậu rửa mặt bán âm LW983B,"5,238,000₫","4,085,640₫",True,https://tototuantu.vn/products/chau-rua-mat-ban-am-lw983b-1,2025-04-10 09:37:00,LW983CB#XW,LW983CB#XW,Chậu rửa mặt bán âm LW983B
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw631jw-f-w_081b6767a3464efc95b713a8beba3c69_e2e4b75f98cc4439a2d1faf7d0442037_medium.jpg,Chậu rửa LAVABO đặt bàn LW631JW/F,"6,539,000₫","5,100,420₫",True,https://tototuantu.vn/products/chau-rua-lavabo-dat-ban-lw631jw-f-1,2025-04-10 09:38:17,LW631JW/F#W,LW631JW/F#W,Chậu rửa LAVABO đặt bàn LW631JW/F
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw631jw-f-w_9f51f7f290204d3896db70a1cbfc2d28_b1ee666c3da842f581c9afc2f89a6599_medium.jpg,Chậu rửa LAVABO đặt bàn LW630JW/F,"4,889,000₫","3,813,420₫",True,https://tototuantu.vn/products/chau-rua-lavabo-dat-ban-lw630jw-f,2025-04-10 09:39:33,LW630JW/F#W,LW630JW/F#W,Chậu rửa LAVABO đặt bàn LW630JW/F
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/pjs03w_3_fd4464747d6d49bf9388e06b063f8707_d682c22cee0c4c8cafef4c78ca9098c4_medium.jpg,Chậu rửa đặt trên bàn PJS03WE#GW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-pjs03we-gw-1,2025-04-10 09:40:32,PJS03WE#GW,PJS03WE#GW,Chậu rửa đặt trên bàn PJS03WE#GW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_ba6fa68e555f445f87d3b56e0852e72c_a1f4f15df00249bb928444df6ab1213f_medium.jpg,Chậu đặt trên bàn PJS02WE#GW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-pjs02we-gw,2025-04-10 09:41:48,PJS02WE#GW,PJS02WE#GW,Chậu đặt trên bàn PJS02WE#GW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_44ea6cca6381458fabc8fda2e44c4a5e_dd9396f1c66543628ef9009c74ad6bdf_medium.jpg,Chậu đặt trên bàn PJS01WE#MW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-pjs01we-mw-1,2025-04-10 09:42:35,PJS01WE#MW,PJS01WE#MW,Chậu đặt trên bàn PJS01WE#MW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_9c4c33db3e62442694ed0b413998bb9d_188cae7139f849f2b8db9d6b7a0c18c4_medium.jpg,Chậu đặt trên bàn PJS01WE#GW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-pjs01we-gw-1,2025-04-10 09:43:41,PJS01WE#GW,PJS01WE#GW,Chậu đặt trên bàn PJS01WE#GW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_06d1808ed4344614a1906ac79d179b74_bf691bf192ef4b23a6f57a9180e63104_medium.jpg,Chậu đặt trên bàn LE MUSE LW818JW/F,"6,686,000₫","5,215,080₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-le-muse-lw818jw-f,2025-04-10 09:44:58,LW818JW/F#W,LW818JW/F#W,Chậu đặt trên bàn LE MUSE LW818JW/F
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_11b6c2fb767c4bc0888616b9dbec8806_fc4d9dddbb0f4e668c9544600b8ec6dd_medium.jpg,Chậu rửa đặt trên bàn LW1714B,"6,912,000₫","5,391,360₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-lw1714b,2025-04-10 09:45:45,LW1714B#XW,LW1714B#XW,Chậu rửa đặt trên bàn LW1714B
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_06c198853bca409d927981b41939f222_cabcb3b0459948d5a20e61c22c34a022_medium.jpg,Chậu rửa đặt trên bàn L1704#XW,"7,049,000₫","5,498,220₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-lw1704b-xw-1,2025-04-10 09:46:31,L1704#XW,L1704#XW,Chậu rửa đặt trên bàn L1704#XW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lt5616c_ffb4b97e88cf43c5b7765ca6adcb9316_c28ea562e0fc4052bd2ef983cc9400a1_medium.jpg,Chậu đặt trên bàn LT5616C,"4,870,000₫","3,798,600₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-lt5616c,2025-04-10 09:47:38,LT5616C#XW,LT5616C#XW,Chậu đặt trên bàn LT5616C
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_f0b3ba40179341948e652e5f0e4f2690_538aab715ab24dfa9dbce776a7e8987c_medium.jpg,Chậu rửa đặt trên bàn LT4724,"22,052,000₫","17,200,560₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-lt4724-xw-1,2025-04-10 09:48:25,LT4724#XW,LT4724#XW,Chậu rửa đặt trên bàn LT4724
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lt4715_399d590d47e34dcb8da36faf1a003b42_b137ddf01c2545f78de73d36d5218549_medium.jpg,Chậu rửa đặt trên bàn LT4715G17#XW,"19,312,000₫","15,063,360₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-lt4715-xw-1,2025-04-10 09:49:41,LT4715G17#XW,LT4715G17#XW,Chậu rửa đặt trên bàn LT4715G17#XW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_605dffcc49b14f218e04355d85bae451_aaf4a13a29a041149abcd792e1d9b32f_medium.jpg,Chậu rửa đặt trên bàn LT4706,"24,987,000₫","19,489,860₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-lt4706-xw-1,2025-04-10 09:50:57,LT4706#XW,LT4706#XW,Chậu rửa đặt trên bàn LT4706
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_50db59a24cd2424d9305664c4ea21b51_ac2195e083b24fb0b75eb9bbd1fe5dee_medium.jpg,Chậu rửa đặt trên bàn L1716,"6,892,000₫","5,375,760₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-l1716,2025-04-10 09:52:14,L1716#W,L1716#W,Chậu rửa đặt trên bàn L1716
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_c5a1ae767bf54609927c626c61846d81_5a32531135f549b088c77a1568c036d8_medium.jpg,Chậu rửa đặt trên bàn L1616C,"8,002,000₫","6,241,560₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-l1616c,2025-04-10 09:53:01,L1616C#W,L1616C#W,Chậu rửa đặt trên bàn L1616C
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_8fbf24b8e39243e48abc4997c55b28bc_74e9efbf7ab844c78a261b418fc7b8f6_medium.jpg,Chậu rửa đặt trên bàn PJS02WE#MW,"24,320,000₫","18,969,600₫",True,https://tototuantu.vn/products/chau-rua-dat-ban-pjs02we-gw-1,2025-04-10 09:53:48,PJS02WE#MW,PJS02WE#MW,Chậu rửa đặt trên bàn PJS02WE#MW
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_cb19c3fe8e5b4bf7be6b90e61845f01c_c5835492dd3244158cc4f07a9d0ecf3b_medium.jpg,Chậu rửa đặt trên bàn LW896JW/F,"4,241,000₫","3,307,980₫",True,https://tototuantu.vn/products/chau-rua-dat-ban-lw896jw-1,2025-04-10 09:55:04,LW896JW/F#W,LW896JW/F#W,Chậu rửa đặt trên bàn LW896JW/F
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_61b47ed4bbc44a919fcbc7c8c5525a71_6d258f371d2f4f6a8c966906f650a705_medium.jpg,Chậu đặt trên bàn LW181Y,"15,994,000₫","12,475,320₫",True,https://tototuantu.vn/products/chau-rua-dat-ban-lw181y-w-1,2025-04-10 09:56:21,LW181Y#W,LW181Y#W,Chậu đặt trên bàn LW181Y
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw1617c_e8d99e402eb045e592b50d324bc08180_f1cd1f2fe01a41d395414c14dda2f653_medium.jpg,Chậu rửa đặt trên bàn LW1617C#W,"8,807,000₫","6,869,460₫",True,https://tototuantu.vn/products/chau-rua-dat-ban-lw1617c-w-1,2025-04-10 09:57:48,LW1617C#WH,LW1617C#WH,Chậu rửa đặt trên bàn LW1617C#W
"Chậu rửa, Chậu đặt bàn",chau-rua,https://hstatic.net/0/0/global/noDefaultImage6_medium.gif,Chậu rửa đặt bàn LT710CTR,"2,955,000₫","2,364,000₫",True,https://tototuantu.vn/products/chau-rua-dat-ban-lt710ctr,2025-04-10 09:59:05,LT710CTR#XW,LT710CTR#XW,Chậu rửa đặt bàn LT710CTR
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/upload_a2935b449e064d7fa23f40b226720a9e_acd7b78e69a44f9c881e2b3d5f39df0a_medium.jpg,Chậu rửa đặt trên bàn L1715,"6,421,000₫","5,008,380₫",True,https://tototuantu.vn/products/chau-rua-dat-tren-ban-l1715,2025-04-10 10:00:01,L1715#W,L1715#W,Chậu rửa đặt trên bàn L1715
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lht766c_3_dbbe9ef73aa44b1daa9cf062b15fc4f9_e8cdd842b1f443c6863905234ae0f4be_medium.jpg,Chậu rửa chân lửng LHT766CR,"4,507,000₫","3,515,460₫",True,https://tototuantu.vn/products/chau-rua-chan-lung-lht766cr-xw-1,2025-04-10 10:00:58,LHT766CR#XW,LHT766CR#XW,Chậu rửa chân lửng LHT766CR
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lht240c_97920feaba644331ab9dc67304b53775_196e34c6b9154ca095ee1a599a3915ca_medium.jpg,Chậu rửa chân lửng LHT240CS,"2,111,000₫","1,688,800₫",True,https://tototuantu.vn/products/chau-rua-chan-lung-lht240cs-w-1,2025-04-10 10:02:06,LHT240CS#W,LHT240CS#W,Chậu rửa chân lửng LHT240CS
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lht239c_0e2b860302eb4d1881442f58ecca4b34_0cd9152a0d2c4a1f9aa4197296e13ea5_medium.jpg,Chậu rửa chân lửng LHT239CR,"2,729,000₫","2,183,200₫",True,https://tototuantu.vn/products/chau-rua-chan-lung-lht239cr-w-1,2025-04-10 10:03:22,LHT239CR#W,LHT239CR#W,Chậu rửa chân lửng LHT239CR
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lht236c_dc5c6bb2c74c4cd59745d36ae1603822_9035039a31f94ea0946f286db24cbfd2_medium.jpg,Chậu rửa chân lửng LHT236CS,"2,494,000₫","1,995,200₫",True,https://tototuantu.vn/products/chau-rua-chan-lung-lht236cs-w-1,2025-04-10 10:04:38,LHT236CS#W,LHT236CS#W,Chậu rửa chân lửng LHT236CS
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/upload_24d6fe075c8d41f1a8003baa78f16ad2_d3eeb5d6b08f4eb3a73974cc658185f1_medium.jpg,Chậu chân dài WILLOW LW196K/LW196FK/TX801LN,"8,075,000₫","6,298,500₫",True,https://tototuantu.vn/products/chau-rua-chan-dai-lw196k-wh-lw196fk-wh-1,2025-04-10 10:05:44,LW196K#XW/LW196HFK#WH/TX801LN,LW196K#XW/LW196HFK#WH/TX801LN,Chậu chân dài WILLOW LW196K/LW196FK/TX801LN
,chau-rua,https://product.hstatic.net/1000238289/product/lpt766c_2_2b9d4766bdd04f7ab574e91d2cb853c5_140339feb8a84d86b1787980a41adbb3_medium.jpg,Chậu rửa chân dài LPT766C,"4,507,000₫","3,515,460₫",False,https://tototuantu.vn/products/chau-rua-chan-dai-lpt766c-xw-1,2025-04-10 10:07:20,,,
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lpt239c_2_e611a49b0373432c8c054eee15682900_fbba3dda86dd4c4f948543b932023240_medium.jpg,Chậu rửa chân dài LPT239CR,"3,053,000₫","2,442,400₫",True,https://tototuantu.vn/products/chau-rua-chan-dai-lpt239cr-w-1,2025-04-10 10:07:54,LPT239CR#W,LPT239CR#W,Chậu rửa chân dài LPT239CR
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lpt236c_5ac661ac73ed43e88a4e36315cebe60c_2886d5f63bf64da8b62d41a3d97268df_medium.jpg,Chậu rửa chân dài LPT236CS,"2,720,000₫","2,176,000₫",True,https://tototuantu.vn/products/chau-rua-chan-dai-lpt236cs-w-1,2025-04-10 10:09:11,LPT236CS#W,LPT236CS#W,Chậu rửa chân dài LPT236CS
"Chậu rửa, Chậu rửa treo tường",chau-rua,https://product.hstatic.net/1000238289/product/lw815cjw-f-w_17fe2c0dd12143a19522c87246a30f9f_86ad5e2be9d8417eaf5c321c16503b93_medium.jpg,Chậu góc treo tường LW815CJW/F,"4,065,000₫","3,170,700₫",True,https://tototuantu.vn/products/chau-goc-treo-tuong-lw815cjw-f-w-1,2025-04-10 10:10:27,LW815CJW/F#W,LW815CJW/F#W,Chậu góc treo tường LW815CJW/F
"Chậu rửa, Khu công cộng, Sản phẩm khác",chau-rua,https://product.hstatic.net/1000238289/product/skw322b_3_d5f082d3bb104de8aab81bef21f9e72e_a0b78b90d5c24bc6b1901f05bb0887f9_medium.jpg,Chậu dịch vụ SK322/SK322F,"14,855,000₫","11,586,900₫",True,https://tototuantu.vn/products/chau-dich-vu-sk322-sk322f-w-1,2025-04-10 10:11:55,SK322/SK322F#W,SK322/SK322F#W,Chậu dịch vụ SK322/SK322F
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw895jw_f_w_38d281ca369642ecabd135710cf86dda_c891c636da974381adc86c5ae3d013e9_medium.jpg,Chậu đặt trên bàn LW895JW/F,"3,083,000₫","2,404,740₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-lw895jw-f-w-1,2025-04-10 10:13:12,LW895JW/F#W,LW895JW/F#W,Chậu đặt trên bàn LW895JW/F
"Chậu rửa, Chậu đặt bàn",chau-rua,https://product.hstatic.net/1000238289/product/lw645jnw_fe66efad609f4d0d8fe5458344e30959_3b7420ae8ee74c96bcd912752059cec4_medium.jpg,Chậu đặt trên bàn LW645JNW/F,"6,392,000₫","4,985,760₫",True,https://tototuantu.vn/products/chau-dat-tren-ban-lw645jnw-f-w-1,2025-04-10 10:14:39,LW645JNW/F#W,LW645JNW/F#W,Chậu đặt trên bàn LW645JNW/F
